ticket_id,user_id,issue_type,resolved,response_time_days
S699,U1093597,Payment Failure,Yes,8
S700,U1084361,App Crash,Yes,7
S701,U1038404,App Crash,Yes,2
S702,U1066430,Login Issue,Yes,8
S703,U1074239,Login Issue,Yes,6
S704,U1095730,App Crash,Yes,4
S705,U1015298,Refund Delay,Yes,3
S706,U1070605,Login Issue,Yes,8
S707,U1017010,Payment Failure,Yes,1
S708,U1072052,Login Issue,Yes,5
S709,U1096955,App Crash,No,6
S710,U1000797,App Crash,Yes,8
S711,U1061693,Login Issue,Yes,3
S712,U1084373,Refund Delay,Yes,6
S713,U1067303,Login Issue,No,4
S714,U1079490,Login Issue,Yes,3
S715,U1093838,Login Issue,No,8
S716,U1047907,Refund Delay,Yes,1
S717,U1093044,App Crash,Yes,2
S718,U1033277,Payment Failure,Yes,2
S719,U1053419,Login Issue,Yes,5
S720,U1039353,Refund Delay,Yes,4
S721,U1034234,Refund Delay,Yes,1
S722,U1083579,Refund Delay,Yes,2
S723,U1086704,Refund Delay,Yes,5
S724,U1058476,Refund Delay,Yes,6
S725,U1033866,App Crash,Yes,8
S726,U1051830,Login Issue,Yes,3
S727,U1082469,Login Issue,Yes,2
S728,U1094776,Payment Failure,Yes,8
S729,U1085734,Refund Delay,No,5
S730,U1009501,Payment Failure,Yes,3
S731,U1088738,Login Issue,Yes,6
S732,U1000086,App Crash,Yes,8
S733,U1044464,Payment Failure,Yes,3
S734,U1084831,Login Issue,Yes,9
S735,U1038422,Login Issue,Yes,6
S736,U1014062,Refund Delay,Yes,4
S737,U1059050,Payment Failure,Yes,5
S738,U1061834,Payment Failure,Yes,9
S739,U1069556,App Crash,Yes,5
S740,U1086252,Login Issue,No,3
S741,U1005983,Login Issue,Yes,2
S742,U1047340,Refund Delay,Yes,6
S743,U1025674,Refund Delay,Yes,9
S744,U1026982,Payment Failure,Yes,2
S745,U1009673,App Crash,Yes,7
S746,U1062627,App Crash,Yes,1
S747,U1046755,App Crash,Yes,7
S748,U1033946,Login Issue,Yes,5
S749,U1041358,Refund Delay,Yes,9
S750,U1068319,Login Issue,Yes,7
S751,U1011154,Refund Delay,No,1
S752,U1048916,Refund Delay,Yes,8
S753,U1056874,Payment Failure,Yes,4
S754,U1005709,App Crash,Yes,1
S755,U1052081,Refund Delay,Yes,7
S756,U1087933,Login Issue,Yes,7
S757,U1083928,Refund Delay,Yes,2
S758,U1092781,Payment Failure,Yes,8
S759,U1075239,Payment Failure,Yes,2
S760,U1087707,App Crash,Yes,7
S761,U1056462,Payment Failure,No,2
S762,U1018198,App Crash,Yes,9
S763,U1096868,Refund Delay,Yes,8
S764,U1049092,Refund Delay,Yes,3
S765,U1016907,Payment Failure,Yes,7
S766,U1008651,Payment Failure,Yes,1
S767,U1000219,Refund Delay,Yes,6
S768,U1052577,Payment Failure,No,5
S769,U1095917,Login Issue,Yes,1
S770,U1059110,Refund Delay,Yes,9
S771,U1042739,Refund Delay,Yes,8
S772,U1004890,Payment Failure,Yes,1
S773,U1055983,Refund Delay,Yes,6
S774,U1076639,Payment Failure,Yes,2
S775,U1070810,Refund Delay,No,2
S776,U1060859,Login Issue,Yes,3
S777,U1008418,Login Issue,Yes,3
S778,U1032961,Login Issue,Yes,1
S779,U1059153,App Crash,No,5
S780,U1073684,Payment Failure,Yes,4
S781,U1051633,Refund Delay,Yes,6
S782,U1091382,Login Issue,Yes,4
S783,U1068181,Refund Delay,Yes,9
S784,U1068777,Login Issue,Yes,8
S785,U1087758,Payment Failure,Yes,9
S786,U1050496,Login Issue,No,9
S787,U1078772,Login Issue,Yes,6
S788,U1093449,Refund Delay,Yes,7
S789,U1098448,Login Issue,Yes,6
S790,U1009297,Refund Delay,Yes,4
S791,U1042077,Payment Failure,No,5
S792,U1008649,App Crash,Yes,6
S793,U1076654,Refund Delay,Yes,8
S794,U1049909,Payment Failure,Yes,8
S795,U1045447,Payment Failure,Yes,9
S796,U1034971,App Crash,Yes,3
S797,U1063965,Refund Delay,Yes,4
S798,U1054001,App Crash,No,2
S799,U1058747,Refund Delay,Yes,4
S800,U1039172,Payment Failure,Yes,5
S801,U1056123,Login Issue,Yes,9
S802,U1023956,App Crash,Yes,9
S803,U1043343,Payment Failure,Yes,3
S804,U1085671,Payment Failure,Yes,4
S805,U1017990,Refund Delay,Yes,3
S806,U1099005,Payment Failure,No,6
S807,U1018880,Refund Delay,No,3
S808,U1031968,Payment Failure,Yes,2
S809,U1085565,Login Issue,Yes,7
S810,U1047844,Payment Failure,Yes,6
S811,U1058959,Login Issue,Yes,8
S812,U1037186,Refund Delay,Yes,8
S813,U1067200,Payment Failure,Yes,8
S814,U1009888,Login Issue,Yes,7
S815,U1064499,Login Issue,Yes,7
S816,U1013571,Payment Failure,Yes,7
S817,U1076296,App Crash,Yes,4
S818,U1046711,App Crash,No,1
S819,U1048752,App Crash,Yes,7
S820,U1030532,Login Issue,Yes,3
S821,U1026674,Login Issue,Yes,5
S822,U1002320,App Crash,Yes,2
S823,U1080300,Login Issue,Yes,5
S824,U1023582,Refund Delay,Yes,8
S825,U1013744,Login Issue,Yes,5
S826,U1075814,Login Issue,Yes,4
S827,U1074126,Refund Delay,Yes,2
S828,U1052665,Login Issue,No,3
S829,U1022498,App Crash,Yes,4
S830,U1041378,App Crash,Yes,3
S831,U1097932,Payment Failure,Yes,3
S832,U1019177,Refund Delay,Yes,7
S833,U1007532,Refund Delay,No,9
S834,U1085999,Payment Failure,Yes,8
S835,U1094808,Login Issue,Yes,3
S836,U1076432,App Crash,No,9
S837,U1086802,Refund Delay,Yes,1
S838,U1036896,App Crash,Yes,7
S839,U1049123,Payment Failure,Yes,7
S840,U1093570,Login Issue,Yes,3
S841,U1051618,Payment Failure,No,5
S842,U1076279,App Crash,Yes,9
S843,U1050322,App Crash,Yes,8
S844,U1060441,Refund Delay,Yes,1
S845,U1039502,Payment Failure,Yes,4
S846,U1076908,Login Issue,Yes,5
S847,U1062331,Payment Failure,No,4
S848,U1057773,Refund Delay,No,7
S849,U1006652,App Crash,Yes,8
S850,U1053164,Refund Delay,No,7
S851,U1055518,Login Issue,Yes,4
S852,U1021005,Payment Failure,Yes,5
S853,U1005367,Payment Failure,Yes,2
S854,U1095580,App Crash,No,8
S855,U1028147,Refund Delay,Yes,8
S856,U1017480,App Crash,Yes,3
S857,U1020318,App Crash,Yes,5
S858,U1092322,App Crash,Yes,8
S859,U1013028,Refund Delay,Yes,7
S860,U1079211,App Crash,Yes,6
S861,U1087532,Login Issue,Yes,3
S862,U1085260,Payment Failure,Yes,2
S863,U1061265,Payment Failure,Yes,2
S864,U1025550,Refund Delay,Yes,3
S865,U1072342,Login Issue,Yes,2
S866,U1053194,Payment Failure,No,3
S867,U1065139,Login Issue,Yes,7
S868,U1068659,Refund Delay,Yes,3
S869,U1060246,Payment Failure,Yes,5
S870,U1072791,App Crash,Yes,7
S871,U1008850,App Crash,Yes,6
S872,U1021510,Refund Delay,Yes,4
S873,U1088838,App Crash,Yes,8
S874,U1013445,Refund Delay,Yes,5
S875,U1038903,App Crash,Yes,7
S876,U1088250,App Crash,Yes,5
S877,U1064847,App Crash,Yes,9
S878,U1091805,App Crash,Yes,1
S879,U1022982,Refund Delay,Yes,8
S880,U1012559,Payment Failure,Yes,5
S881,U1069116,Payment Failure,Yes,4
S882,U1027347,Login Issue,Yes,4
S883,U1007267,Payment Failure,Yes,4
S884,U1037702,Refund Delay,Yes,6
S885,U1077472,Login Issue,Yes,4
S886,U1098609,Login Issue,Yes,8
S887,U1066246,Login Issue,Yes,6
S888,U1070844,Refund Delay,Yes,2
S889,U1089634,Login Issue,Yes,9
S890,U1032669,Login Issue,No,2
S891,U1058623,Refund Delay,Yes,5
S892,U1007793,Login Issue,Yes,4
S893,U1095422,App Crash,Yes,8
S894,U1073886,Login Issue,Yes,8
S895,U1099009,Login Issue,Yes,6
S896,U1014698,Payment Failure,Yes,4
S897,U1089057,App Crash,No,5
S898,U1023831,Payment Failure,Yes,2
S899,U1090187,Refund Delay,Yes,4
S900,U1091382,App Crash,No,1
S901,U1000228,App Crash,No,5
S902,U1057192,Login Issue,Yes,1
S903,U1043434,App Crash,Yes,9
S904,U1003652,Refund Delay,Yes,9
S905,U1073798,Payment Failure,Yes,9
S906,U1099175,Login Issue,Yes,3
S907,U1091236,Login Issue,No,4
S908,U1016910,Login Issue,Yes,2
S909,U1077617,Login Issue,Yes,1
S910,U1078136,Payment Failure,No,2
S911,U1065595,Login Issue,No,3
S912,U1099461,Payment Failure,Yes,7
S913,U1059867,App Crash,Yes,4
S914,U1003756,App Crash,No,8
S915,U1051427,Payment Failure,Yes,8
S916,U1015445,Payment Failure,No,9
S917,U1011926,Payment Failure,Yes,6
S918,U1074312,Login Issue,Yes,3
S919,U1038696,App Crash,No,9
S920,U1068782,App Crash,Yes,2
S921,U1025117,Payment Failure,No,5
S922,U1079018,Payment Failure,Yes,7
S923,U1084260,Payment Failure,Yes,6
S924,U1056042,Refund Delay,No,9
S925,U1046662,App Crash,Yes,6
S926,U1013707,App Crash,Yes,2
S927,U1085685,Payment Failure,No,8
S928,U1024927,App Crash,Yes,1
S929,U1004197,Payment Failure,Yes,5
S930,U1047413,App Crash,Yes,5
S931,U1071588,Login Issue,Yes,4
S932,U1050897,App Crash,Yes,9
S933,U1072023,App Crash,Yes,2
S934,U1086228,App Crash,Yes,6
S935,U1012588,Payment Failure,Yes,8
S936,U1092503,Payment Failure,Yes,1
S937,U1048380,Payment Failure,Yes,1
S938,U1088412,Refund Delay,Yes,9
S939,U1080172,App Crash,Yes,9
S940,U1008622,Login Issue,Yes,7
S941,U1043554,Refund Delay,Yes,7
S942,U1003785,Refund Delay,Yes,5
S943,U1042664,App Crash,Yes,2
S944,U1085942,Payment Failure,Yes,8
S945,U1051297,Login Issue,Yes,9
S946,U1071015,Refund Delay,Yes,2
S947,U1094803,App Crash,Yes,9
S948,U1080985,App Crash,Yes,6
S949,U1008359,App Crash,Yes,3
S950,U1044259,Refund Delay,Yes,4
S951,U1081823,App Crash,Yes,3
S952,U1082905,App Crash,Yes,2
S953,U1095587,Payment Failure,Yes,7
S954,U1007261,App Crash,Yes,8
S955,U1065003,Payment Failure,No,3
S956,U1013731,App Crash,No,6
S957,U1071340,Payment Failure,No,1
S958,U1034519,Login Issue,Yes,7
S959,U1034896,App Crash,Yes,4
S960,U1039085,Payment Failure,Yes,5
S961,U1071340,Login Issue,No,1
S962,U1062436,Refund Delay,Yes,9
S963,U1024694,App Crash,Yes,8
S964,U1071653,App Crash,No,4
S965,U1007510,Payment Failure,Yes,3
S966,U1092003,Login Issue,Yes,3
S967,U1019912,Payment Failure,Yes,6
S968,U1062686,App Crash,Yes,9
S969,U1047601,Payment Failure,Yes,7
S970,U1095753,Refund Delay,Yes,8
S971,U1037647,Refund Delay,Yes,2
S972,U1071614,Refund Delay,Yes,4
S973,U1070648,Login Issue,Yes,5
S974,U1007665,Refund Delay,Yes,3
S975,U1001505,App Crash,Yes,7
S976,U1023615,Payment Failure,Yes,4
S977,U1008895,Login Issue,Yes,1
S978,U1055944,Payment Failure,Yes,7
S979,U1031852,Payment Failure,Yes,3
S980,U1025872,Login Issue,Yes,2
S981,U1016057,Payment Failure,Yes,3
S982,U1030040,Refund Delay,Yes,5
S983,U1025888,Payment Failure,Yes,5
S984,U1070345,App Crash,Yes,2
S985,U1036233,Payment Failure,Yes,6
S986,U1039211,Refund Delay,Yes,7
S987,U1053958,Payment Failure,Yes,8
S988,U1054429,App Crash,Yes,2
S989,U1072155,App Crash,Yes,7
S990,U1063960,App Crash,Yes,4
S991,U1085585,Refund Delay,Yes,8
S992,U1037564,Login Issue,Yes,1
S993,U1085373,Payment Failure,No,1
S994,U1044407,App Crash,No,9
S995,U1024415,Payment Failure,Yes,4
S996,U1084529,Payment Failure,Yes,3
S997,U1005921,Payment Failure,Yes,7
S998,U1059212,Payment Failure,Yes,5
S999,U1080876,App Crash,Yes,2
S1000,U1043189,Login Issue,Yes,9
S1001,U1055789,Refund Delay,Yes,8
S1002,U1096821,Login Issue,Yes,8
S1003,U1072332,App Crash,Yes,6
S1004,U1076199,Refund Delay,Yes,7
S1005,U1082205,Login Issue,Yes,9
S1006,U1062848,Refund Delay,Yes,3
S1007,U1068645,Login Issue,Yes,8
S1008,U1099518,App Crash,Yes,6
S1009,U1086025,Payment Failure,Yes,8
S1010,U1021794,Login Issue,Yes,9
S1011,U1066120,Payment Failure,Yes,3
S1012,U1060496,Login Issue,Yes,8
S1013,U1046984,Payment Failure,Yes,6
S1014,U1011513,App Crash,Yes,3
S1015,U1060560,App Crash,Yes,2
S1016,U1006686,Refund Delay,Yes,3
S1017,U1091714,Login Issue,Yes,3
S1018,U1021115,App Crash,Yes,3
S1019,U1048073,App Crash,No,2
S1020,U1043711,Login Issue,Yes,4
S1021,U1067621,Payment Failure,Yes,6
S1022,U1004767,Payment Failure,Yes,1
S1023,U1094177,Login Issue,Yes,3
S1024,U1022647,Payment Failure,Yes,5
S1025,U1025186,Payment Failure,Yes,2
S1026,U1082967,Login Issue,Yes,2
S1027,U1069942,Payment Failure,Yes,8
S1028,U1076143,App Crash,Yes,6
S1029,U1096120,Login Issue,Yes,8
S1030,U1026012,Payment Failure,Yes,7
S1031,U1018797,App Crash,No,5
S1032,U1034131,Payment Failure,Yes,8
S1033,U1098194,App Crash,Yes,2
S1034,U1096493,Login Issue,Yes,6
S1035,U1041014,App Crash,Yes,2
S1036,U1022491,App Crash,Yes,4
S1037,U1019265,App Crash,No,9
S1038,U1063359,Refund Delay,Yes,6
S1039,U1039431,Refund Delay,Yes,6
S1040,U1091830,Login Issue,Yes,5
S1041,U1075301,Login Issue,Yes,1
S1042,U1048310,Payment Failure,No,2
S1043,U1028398,App Crash,Yes,8
S1044,U1049367,Login Issue,Yes,6
S1045,U1054884,Refund Delay,Yes,8
S1046,U1024773,Payment Failure,Yes,5
S1047,U1023989,Login Issue,Yes,5
S1048,U1027919,Refund Delay,No,5
S1049,U1099678,Refund Delay,Yes,2
S1050,U1008560,App Crash,Yes,8
S1051,U1085572,Refund Delay,Yes,8
S1052,U1026490,Login Issue,Yes,2
S1053,U1027220,Payment Failure,Yes,5
S1054,U1096572,App Crash,No,8
S1055,U1022910,Payment Failure,No,7
S1056,U1084014,Login Issue,Yes,7
S1057,U1020546,App Crash,Yes,6
S1058,U1067579,Refund Delay,Yes,4
S1059,U1016872,Login Issue,Yes,1
S1060,U1008202,Payment Failure,Yes,8
S1061,U1025312,Payment Failure,No,5
S1062,U1088773,Login Issue,Yes,3
S1063,U1058435,Refund Delay,Yes,4
S1064,U1020613,Login Issue,No,8
S1065,U1061802,Refund Delay,Yes,8
S1066,U1056886,Login Issue,No,6
S1067,U1012322,App Crash,Yes,9
S1068,U1088272,Payment Failure,Yes,6
S1069,U1057468,App Crash,No,1
S1070,U1071674,App Crash,Yes,2
S1071,U1052535,Refund Delay,Yes,8
S1072,U1094078,Refund Delay,Yes,3
S1073,U1025619,App Crash,Yes,5
S1074,U1042939,Refund Delay,Yes,1
S1075,U1025239,Refund Delay,Yes,4
S1076,U1031404,Refund Delay,Yes,4
S1077,U1066434,Payment Failure,Yes,5
S1078,U1058216,Payment Failure,Yes,3
S1079,U1093087,Refund Delay,Yes,9
S1080,U1040368,Refund Delay,Yes,5
S1081,U1076199,Login Issue,Yes,1
S1082,U1084569,Payment Failure,Yes,3
S1083,U1013742,Refund Delay,No,6
S1084,U1054623,App Crash,Yes,3
S1085,U1020639,Login Issue,Yes,1
S1086,U1044050,App Crash,No,8
S1087,U1087686,App Crash,Yes,7
S1088,U1039665,Payment Failure,Yes,6
S1089,U1029499,Payment Failure,No,2
S1090,U1097661,App Crash,Yes,5
S1091,U1069631,Login Issue,No,5
S1092,U1004339,Login Issue,Yes,7
S1093,U1000790,Login Issue,Yes,5
S1094,U1046153,Login Issue,No,9
S1095,U1070632,Refund Delay,Yes,1
S1096,U1016766,Payment Failure,Yes,6
S1097,U1049081,Refund Delay,Yes,1
S1098,U1043758,App Crash,Yes,2
S1099,U1007156,Refund Delay,Yes,1
S1100,U1038234,App Crash,Yes,2
S1101,U1064450,App Crash,No,3
S1102,U1057501,Login Issue,Yes,7
S1103,U1003173,Payment Failure,Yes,3
S1104,U1017018,Refund Delay,Yes,3
S1105,U1063435,Payment Failure,Yes,5
S1106,U1003694,Payment Failure,Yes,2
S1107,U1019802,App Crash,Yes,7
S1108,U1034354,Refund Delay,Yes,9
S1109,U1034174,App Crash,Yes,3
S1110,U1049781,Login Issue,Yes,6
S1111,U1064326,Refund Delay,Yes,1
S1112,U1046840,Payment Failure,Yes,7
S1113,U1052247,Payment Failure,Yes,3
S1114,U1072383,Login Issue,Yes,3
S1115,U1046044,Login Issue,Yes,5
S1116,U1071569,Refund Delay,Yes,3
S1117,U1042824,Payment Failure,Yes,5
S1118,U1072128,Login Issue,Yes,7
S1119,U1043556,Login Issue,Yes,8
S1120,U1024217,Refund Delay,No,9
S1121,U1038681,Login Issue,No,3
S1122,U1061737,Login Issue,Yes,7
S1123,U1037729,Payment Failure,Yes,9
S1124,U1086237,Login Issue,Yes,2
S1125,U1087694,App Crash,Yes,4
S1126,U1031756,Payment Failure,Yes,3
S1127,U1041087,Payment Failure,Yes,7
S1128,U1086832,Payment Failure,No,5
S1129,U1015694,Refund Delay,Yes,9
S1130,U1069326,Payment Failure,Yes,7
S1131,U1070285,Payment Failure,Yes,8
S1132,U1064074,Refund Delay,Yes,3
S1133,U1084725,Payment Failure,Yes,9
S1134,U1003239,App Crash,No,2
S1135,U1005769,Login Issue,No,6
S1136,U1054359,App Crash,No,6
S1137,U1019245,Refund Delay,Yes,4
S1138,U1087312,Login Issue,Yes,1
S1139,U1055098,App Crash,Yes,4
S1140,U1024941,Login Issue,Yes,1
S1141,U1031404,Payment Failure,Yes,1
S1142,U1047211,App Crash,No,5
S1143,U1025458,Refund Delay,Yes,8
S1144,U1026067,Refund Delay,Yes,2
S1145,U1056896,Refund Delay,Yes,7
S1146,U1060219,Login Issue,No,1
S1147,U1046847,Login Issue,Yes,5
S1148,U1012123,Payment Failure,Yes,6
S1149,U1012277,Login Issue,Yes,1
S1150,U1099913,Login Issue,Yes,7
S1151,U1067552,Refund Delay,Yes,1
S1152,U1088551,Payment Failure,Yes,9
S1153,U1033193,Refund Delay,Yes,9
S1154,U1069251,Refund Delay,No,9
S1155,U1011938,Refund Delay,Yes,1
S1156,U1088621,Payment Failure,Yes,4
S1157,U1090169,Payment Failure,Yes,4
S1158,U1008614,Payment Failure,Yes,6
S1159,U1043819,Refund Delay,Yes,9
S1160,U1060789,Login Issue,No,6
S1161,U1081660,Payment Failure,Yes,9
S1162,U1064535,App Crash,Yes,9
S1163,U1094777,Login Issue,No,7
S1164,U1031986,App Crash,Yes,6
S1165,U1051277,Payment Failure,Yes,1
S1166,U1086023,Login Issue,Yes,5
S1167,U1005445,Login Issue,Yes,5
S1168,U1000662,Refund Delay,Yes,2
S1169,U1035168,App Crash,Yes,8
S1170,U1067647,App Crash,Yes,1
S1171,U1056066,Login Issue,Yes,9
S1172,U1024653,Refund Delay,Yes,5
S1173,U1008937,App Crash,Yes,1
S1174,U1072140,Payment Failure,Yes,2
S1175,U1001772,Payment Failure,Yes,3
S1176,U1094010,Payment Failure,Yes,4
S1177,U1050987,Payment Failure,No,7
S1178,U1094227,Refund Delay,Yes,4
S1179,U1044120,Refund Delay,Yes,6
S1180,U1036619,Refund Delay,Yes,7
S1181,U1001326,Refund Delay,Yes,2
S1182,U1032232,App Crash,Yes,9
S1183,U1003577,Login Issue,Yes,7
S1184,U1040931,Login Issue,Yes,1
S1185,U1027641,Login Issue,Yes,4
S1186,U1089323,Payment Failure,Yes,7
S1187,U1028365,Payment Failure,Yes,5
S1188,U1061134,Login Issue,Yes,6
S1189,U1099224,Refund Delay,Yes,6
S1190,U1043386,Payment Failure,Yes,7
S1191,U1097394,Login Issue,Yes,8
S1192,U1060798,Refund Delay,No,8
S1193,U1073330,Login Issue,Yes,5
S1194,U1041303,Payment Failure,Yes,1
S1195,U1026577,App Crash,Yes,5
S1196,U1070866,Payment Failure,Yes,7
S1197,U1053830,App Crash,Yes,4
S1198,U1029324,Login Issue,Yes,2
S1199,U1053956,Login Issue,Yes,7
S1200,U1083087,Refund Delay,Yes,2
S1201,U1042155,Payment Failure,Yes,4
S1202,U1021195,App Crash,Yes,3
S1203,U1055648,Refund Delay,Yes,8
S1204,U1018593,App Crash,Yes,7
S1205,U1078902,Payment Failure,Yes,6
S1206,U1022160,Payment Failure,Yes,2
S1207,U1066300,Login Issue,No,1
S1208,U1085511,Refund Delay,No,7
S1209,U1044542,App Crash,No,3
S1210,U1035033,Refund Delay,No,9
S1211,U1034311,Refund Delay,Yes,6
S1212,U1029301,App Crash,Yes,3
S1213,U1010014,Refund Delay,Yes,4
S1214,U1016022,Login Issue,No,5
S1215,U1042963,Refund Delay,Yes,5
S1216,U1022244,Payment Failure,Yes,1
S1217,U1023276,Refund Delay,No,7
S1218,U1007685,Refund Delay,Yes,6
S1219,U1010706,Refund Delay,No,4
S1220,U1077980,App Crash,Yes,6
S1221,U1003716,Payment Failure,No,7
S1222,U1086013,Payment Failure,Yes,6
S1223,U1014446,App Crash,Yes,3
S1224,U1081985,Refund Delay,Yes,8
S1225,U1067707,App Crash,Yes,4
S1226,U1092161,Payment Failure,Yes,1
S1227,U1057967,App Crash,Yes,7
S1228,U1038062,Payment Failure,Yes,6
S1229,U1060036,Login Issue,Yes,7
S1230,U1081114,App Crash,Yes,5
S1231,U1059359,Login Issue,Yes,6
S1232,U1092180,Refund Delay,Yes,6
S1233,U1088033,Payment Failure,No,7
S1234,U1053712,Refund Delay,Yes,5
S1235,U1072750,Payment Failure,Yes,3
S1236,U1065827,Payment Failure,Yes,3
S1237,U1095136,Payment Failure,Yes,6
S1238,U1007582,Refund Delay,Yes,8
S1239,U1002760,Refund Delay,Yes,4
S1240,U1032564,Login Issue,Yes,2
S1241,U1089949,Login Issue,Yes,6
S1242,U1048130,Login Issue,Yes,3
S1243,U1081065,Refund Delay,Yes,4
S1244,U1086681,Login Issue,No,6
S1245,U1039842,Refund Delay,Yes,7
S1246,U1074343,App Crash,Yes,3
S1247,U1020122,Login Issue,Yes,8
S1248,U1059346,App Crash,Yes,2
S1249,U1005702,Login Issue,Yes,8
S1250,U1040605,Payment Failure,Yes,4
S1251,U1035972,App Crash,Yes,2
S1252,U1058269,Payment Failure,Yes,6
S1253,U1099368,App Crash,Yes,6
S1254,U1014525,Payment Failure,Yes,8
S1255,U1000942,App Crash,Yes,6
S1256,U1081103,Payment Failure,No,8
S1257,U1014683,Login Issue,Yes,7
S1258,U1078672,Login Issue,No,5
S1259,U1014824,Payment Failure,Yes,1
S1260,U1035897,Login Issue,Yes,9
S1261,U1082516,Login Issue,Yes,2
S1262,U1016823,App Crash,Yes,1
S1263,U1006734,Payment Failure,Yes,8
S1264,U1093577,App Crash,Yes,4
S1265,U1093338,Payment Failure,No,6
S1266,U1051192,Login Issue,Yes,3
S1267,U1004268,Payment Failure,Yes,1
S1268,U1090987,Refund Delay,Yes,1
S1269,U1083215,Payment Failure,Yes,3
S1270,U1098231,Login Issue,Yes,6
S1271,U1010092,App Crash,Yes,7
S1272,U1058042,Login Issue,Yes,4
S1273,U1024199,Login Issue,Yes,8
S1274,U1001922,Login Issue,Yes,5
S1275,U1096682,Refund Delay,Yes,8
S1276,U1065239,Login Issue,Yes,2
S1277,U1087347,App Crash,Yes,1
S1278,U1016591,Refund Delay,Yes,9
S1279,U1096284,Login Issue,Yes,4
S1280,U1053120,App Crash,Yes,8
S1281,U1029767,Login Issue,Yes,9
S1282,U1097615,Login Issue,Yes,8
S1283,U1024623,Login Issue,Yes,3
S1284,U1001432,Refund Delay,Yes,3
S1285,U1040737,Refund Delay,Yes,9
S1286,U1000040,Payment Failure,Yes,5
S1287,U1012517,Login Issue,Yes,6
S1288,U1090478,App Crash,No,2
S1289,U1044584,Refund Delay,Yes,5
S1290,U1036845,Refund Delay,Yes,5
S1291,U1027180,App Crash,Yes,1
S1292,U1076770,Login Issue,Yes,2
S1293,U1092206,App Crash,Yes,7
S1294,U1097413,Payment Failure,Yes,4
S1295,U1051021,Login Issue,Yes,6
S1296,U1075252,Payment Failure,Yes,1
S1297,U1054399,Payment Failure,Yes,2
S1298,U1026622,Payment Failure,No,2
S1299,U1019656,Payment Failure,No,1
S1300,U1017190,App Crash,Yes,5
S1301,U1018048,App Crash,Yes,4
S1302,U1090335,App Crash,Yes,8
S1303,U1036261,Login Issue,Yes,6
S1304,U1076076,App Crash,Yes,5
S1305,U1089722,Payment Failure,Yes,5
S1306,U1027652,Payment Failure,Yes,4
S1307,U1049942,Login Issue,Yes,6
S1308,U1038010,Login Issue,Yes,4
S1309,U1024234,Refund Delay,Yes,4
S1310,U1058789,Payment Failure,Yes,7
S1311,U1009494,App Crash,Yes,1
S1312,U1085428,Refund Delay,Yes,5
S1313,U1051910,App Crash,No,9
S1314,U1046133,Payment Failure,Yes,4
S1315,U1035644,Payment Failure,No,9
S1316,U1038361,Refund Delay,Yes,8
S1317,U1047306,Login Issue,Yes,7
S1318,U1008866,Payment Failure,Yes,4
S1319,U1045815,Login Issue,Yes,2
S1320,U1072889,Payment Failure,Yes,5
S1321,U1072451,App Crash,Yes,7
S1322,U1090845,Payment Failure,No,9
S1323,U1050566,Refund Delay,Yes,8
S1324,U1066006,App Crash,Yes,2
S1325,U1074268,App Crash,Yes,2
S1326,U1076926,App Crash,Yes,5
S1327,U1008898,Refund Delay,Yes,9
S1328,U1068708,Login Issue,No,2
