user_id,campaign_type,engaged,conversion
U1066561,Discount,Yes,No
U1017909,Referral,No,No
U1023229,Referral,Yes,Yes
U1043541,Cashback,Yes,Yes
U1078629,Discount,No,Yes
U1039196,Personalized Offer,Yes,No
U1028229,Personalized Offer,Yes,No
U1052458,Cashback,Yes,No
U1015968,Referral,Yes,Yes
U1050855,Discount,Yes,No
U1019948,Cashback,Yes,Yes
U1084605,Personalized Offer,Yes,No
U1007975,Cashback,Yes,Yes
U1069157,Discount,Yes,No
U1053908,Personalized Offer,Yes,No
U1020997,Cashback,Yes,No
U1010311,Personalized Offer,Yes,No
U1024101,Discount,No,Yes
U1072704,Referral,Yes,Yes
U1082780,Cashback,Yes,Yes
U1009058,Discount,Yes,Yes
U1025307,Referral,Yes,No
U1050358,Referral,Yes,No
U1083281,Personalized Offer,No,No
U1084151,Referral,No,No
U1027925,Referral,Yes,No
U1075194,Cashback,Yes,Yes
U1090594,Personalized Offer,No,No
U1026397,Cashback,No,Yes
U1073856,Personalized Offer,Yes,Yes
U1013784,Personalized Offer,No,No
U1024105,Personalized Offer,Yes,No
U1063415,Personalized Offer,Yes,No
U1060291,Cashback,No,Yes
U1051644,Discount,No,No
U1042523,Personalized Offer,Yes,Yes
U1056346,Referral,Yes,No
U1080550,Referral,Yes,Yes
U1050817,Referral,No,No
U1032356,Discount,Yes,No
U1004969,Discount,No,Yes
U1014188,Personalized Offer,Yes,Yes
U1013387,Discount,No,No
U1021761,Discount,Yes,No
U1064140,Personalized Offer,No,Yes
U1013277,Personalized Offer,Yes,No
U1003087,Referral,No,No
U1038368,Referral,Yes,No
U1076777,Discount,No,No
U1016405,Discount,No,No
U1071130,Personalized Offer,No,No
U1056756,Discount,Yes,No
U1051656,Referral,Yes,No
U1014896,Cashback,No,No
U1044641,Referral,No,No
U1087345,Cashback,No,No
U1087019,Personalized Offer,Yes,Yes
U1021698,Cashback,No,No
U1054138,Discount,Yes,No
U1044582,Personalized Offer,Yes,Yes
U1013504,Discount,No,No
U1087197,Discount,Yes,No
U1081112,Referral,Yes,Yes
U1048469,Referral,Yes,No
U1003057,Personalized Offer,Yes,Yes
U1042220,Personalized Offer,Yes,No
U1045015,Personalized Offer,No,No
U1019771,Referral,No,No
U1018820,Cashback,No,No
U1039657,Referral,Yes,No
U1028399,Discount,Yes,No
U1030791,Cashback,No,Yes
U1037680,Referral,Yes,No
U1028630,Discount,Yes,No
U1061309,Cashback,Yes,No
U1016816,Cashback,No,Yes
U1048400,Personalized Offer,Yes,Yes
U1017769,Referral,Yes,No
U1015399,Personalized Offer,Yes,No
U1008749,Discount,No,Yes
U1000283,Discount,Yes,Yes
U1081043,Personalized Offer,No,No
U1051727,Referral,No,No
U1093270,Cashback,Yes,Yes
U1014745,Personalized Offer,No,No
U1052069,Personalized Offer,Yes,No
U1028773,Discount,No,Yes
U1091101,Cashback,Yes,No
U1042047,Personalized Offer,Yes,No
U1089993,Cashback,No,No
U1049001,Cashback,Yes,No
U1022117,Discount,Yes,No
U1055102,Referral,No,Yes
U1053841,Cashback,No,Yes
U1033143,Cashback,No,Yes
U1060379,Referral,Yes,No
U1034202,Cashback,Yes,No
U1026093,Discount,Yes,No
U1003277,Discount,Yes,No
U1008666,Discount,Yes,No
U1024898,Referral,Yes,No
U1041836,Cashback,No,No
U1024570,Discount,No,No
U1092432,Personalized Offer,Yes,No
U1049354,Discount,Yes,Yes
U1028223,Discount,Yes,No
U1082047,Personalized Offer,Yes,Yes
U1034672,Discount,Yes,No
U1064633,Cashback,Yes,No
U1009204,Personalized Offer,Yes,No
U1078892,Personalized Offer,No,Yes
U1078212,Discount,No,Yes
U1039737,Cashback,No,Yes
U1044414,Discount,No,No
U1038013,Referral,Yes,Yes
U1064626,Cashback,Yes,Yes
U1044249,Personalized Offer,No,Yes
U1044628,Discount,Yes,No
U1074364,Referral,No,No
U1076444,Cashback,Yes,Yes
U1019906,Cashback,Yes,Yes
U1090174,Referral,Yes,Yes
U1093115,Cashback,Yes,No
U1000112,Referral,Yes,No
U1017680,Referral,Yes,No
U1031805,Cashback,No,Yes
U1078902,Referral,Yes,Yes
U1071638,Cashback,No,No
U1025198,Referral,No,No
U1041814,Referral,No,Yes
U1087112,Referral,No,Yes
U1047592,Personalized Offer,Yes,No
U1084166,Personalized Offer,No,No
U1050378,Referral,No,No
U1033910,Cashback,No,No
U1007523,Discount,Yes,Yes
U1017829,Discount,No,No
U1068263,Discount,No,No
U1079350,Personalized Offer,Yes,No
U1025926,Referral,No,No
U1073062,Referral,No,Yes
U1012468,Personalized Offer,No,Yes
U1001422,Cashback,Yes,No
U1035516,Personalized Offer,Yes,Yes
U1071120,Cashback,Yes,Yes
U1030168,Referral,Yes,No
U1076325,Discount,Yes,Yes
U1079522,Referral,No,No
U1017976,Personalized Offer,No,No
U1007779,Cashback,No,Yes
U1017639,Personalized Offer,Yes,Yes
U1018308,Discount,Yes,No
U1081494,Discount,Yes,Yes
U1022457,Personalized Offer,No,Yes
U1077587,Personalized Offer,Yes,No
U1032301,Discount,No,No
U1012053,Personalized Offer,Yes,No
U1088102,Personalized Offer,No,Yes
U1008571,Cashback,Yes,No
U1032118,Referral,No,Yes
U1052836,Personalized Offer,No,No
U1056860,Referral,Yes,Yes
U1085936,Cashback,Yes,Yes
U1087515,Referral,No,Yes
U1053787,Personalized Offer,No,No
U1057727,Personalized Offer,No,No
U1051678,Discount,Yes,No
U1083036,Cashback,Yes,Yes
U1075183,Cashback,Yes,No
U1088556,Cashback,Yes,Yes
U1006833,Referral,No,No
U1069865,Discount,Yes,Yes
U1090865,Cashback,Yes,Yes
U1009186,Cashback,No,No
U1095893,Personalized Offer,Yes,No
U1059927,Discount,Yes,Yes
U1025530,Cashback,Yes,Yes
U1042595,Cashback,No,No
U1054628,Personalized Offer,Yes,Yes
U1011938,Cashback,Yes,No
U1008803,Personalized Offer,Yes,No
U1030422,Personalized Offer,No,No
U1006364,Personalized Offer,Yes,No
U1004413,Cashback,Yes,Yes
U1058745,Cashback,Yes,No
U1018806,Discount,No,No
U1013757,Discount,Yes,Yes
U1087223,Referral,No,No
U1083796,Cashback,Yes,Yes
U1098802,Discount,Yes,No
U1078675,Personalized Offer,No,Yes
U1058361,Referral,Yes,No
U1026449,Referral,Yes,Yes
U1025434,Cashback,No,Yes
U1028119,Discount,No,No
U1079411,Cashback,No,Yes
U1043858,Discount,No,No
U1051725,Referral,Yes,No
U1077334,Cashback,No,Yes
U1001460,Personalized Offer,Yes,No
U1054658,Cashback,Yes,No
U1046645,Cashback,Yes,Yes
U1081652,Discount,No,No
U1061830,Personalized Offer,Yes,No
U1075508,Cashback,Yes,No
U1088781,Cashback,Yes,Yes
U1021319,Referral,Yes,Yes
U1015032,Cashback,Yes,No
U1050545,Cashback,Yes,Yes
U1040564,Personalized Offer,No,No
U1059263,Personalized Offer,Yes,No
U1018906,Referral,Yes,No
U1041923,Discount,Yes,No
U1040473,Cashback,No,Yes
U1045775,Discount,Yes,Yes
U1089819,Cashback,Yes,Yes
U1086172,Referral,Yes,No
U1063440,Cashback,Yes,No
U1010424,Discount,Yes,No
U1022621,Cashback,No,No
U1056423,Referral,Yes,No
U1015007,Referral,Yes,No
U1012598,Personalized Offer,Yes,No
U1083889,Personalized Offer,Yes,No
U1023346,Personalized Offer,Yes,No
U1070174,Cashback,Yes,Yes
U1082308,Referral,Yes,Yes
U1014200,Cashback,No,No
U1020575,Referral,No,Yes
U1063460,Referral,Yes,Yes
U1082882,Personalized Offer,Yes,No
U1043031,Personalized Offer,No,No
U1062075,Discount,No,No
U1069529,Cashback,Yes,Yes
U1098931,Cashback,Yes,Yes
U1035463,Cashback,No,No
U1005807,Cashback,Yes,Yes
U1019617,Discount,Yes,Yes
U1048169,Referral,No,No
U1056540,Cashback,No,No
U1004018,Cashback,Yes,No
U1088351,Discount,Yes,Yes
U1012391,Personalized Offer,No,No
U1083765,Personalized Offer,Yes,No
U1047296,Referral,Yes,No
U1057958,Discount,No,No
U1009205,Personalized Offer,Yes,Yes
U1010475,Referral,Yes,No
U1048627,Discount,No,No
U1068803,Personalized Offer,No,No
U1001857,Personalized Offer,Yes,Yes
U1088376,Discount,No,Yes
U1012055,Discount,Yes,No
U1074213,Cashback,Yes,No
U1013285,Cashback,No,Yes
U1094015,Cashback,No,No
U1083174,Cashback,Yes,No
U1052439,Personalized Offer,Yes,No
U1043517,Cashback,Yes,No
U1067189,Referral,No,No
U1021140,Referral,Yes,No
U1053400,Personalized Offer,No,No
U1061797,Discount,Yes,No
U1059335,Cashback,Yes,Yes
U1036575,Discount,Yes,No
U1061642,Personalized Offer,Yes,No
U1026860,Referral,No,No
U1066966,Cashback,Yes,Yes
U1038850,Cashback,No,No
U1068670,Discount,Yes,Yes
U1099950,Discount,Yes,No
U1074063,Discount,No,Yes
U1027330,Cashback,Yes,Yes
U1048858,Referral,Yes,Yes
U1050101,Cashback,No,Yes
U1034291,Personalized Offer,Yes,No
U1065452,Personalized Offer,No,No
U1023370,Personalized Offer,No,Yes
U1093797,Referral,Yes,No
U1080284,Cashback,Yes,No
U1069186,Personalized Offer,Yes,Yes
U1069907,Discount,No,No
U1015425,Discount,No,No
U1035836,Referral,Yes,Yes
U1058778,Discount,No,No
U1013957,Personalized Offer,Yes,No
U1064693,Personalized Offer,Yes,No
U1037225,Cashback,Yes,Yes
U1009041,Cashback,Yes,No
U1077422,Personalized Offer,No,Yes
U1088458,Personalized Offer,Yes,No
U1045676,Cashback,No,Yes
U1083294,Referral,No,No
U1017392,Referral,No,No
U1080478,Cashback,Yes,No
U1072646,Discount,Yes,No
U1077092,Cashback,No,No
U1089834,Cashback,Yes,Yes
U1096006,Discount,Yes,No
U1053355,Referral,Yes,Yes
U1012829,Personalized Offer,No,Yes
U1058588,Discount,Yes,No
U1003762,Personalized Offer,Yes,Yes
U1032631,Cashback,Yes,No
U1043333,Personalized Offer,No,No
U1059448,Cashback,Yes,Yes
U1016036,Referral,Yes,No
U1019254,Discount,No,No
U1014935,Discount,No,No
U1060813,Cashback,No,No
U1084452,Personalized Offer,Yes,No
U1057981,Cashback,No,No
U1011354,Cashback,Yes,Yes
U1024317,Cashback,Yes,No
U1093404,Personalized Offer,No,No
U1017165,Cashback,No,No
U1092203,Cashback,Yes,No
U1015661,Referral,Yes,Yes
U1043317,Discount,Yes,No
U1091583,Discount,No,No
U1087495,Personalized Offer,Yes,Yes
U1062442,Referral,No,No
U1061627,Referral,Yes,No
U1008044,Personalized Offer,Yes,No
U1053429,Referral,No,No
U1003886,Personalized Offer,No,No
U1089599,Cashback,Yes,No
U1087228,Cashback,Yes,No
U1020607,Discount,Yes,No
U1015395,Discount,No,No
U1018919,Discount,No,No
U1065509,Discount,No,Yes
U1096294,Cashback,Yes,Yes
U1000306,Personalized Offer,No,No
U1065147,Referral,No,Yes
U1064659,Personalized Offer,Yes,Yes
U1051865,Referral,Yes,Yes
U1059715,Cashback,No,No
U1025444,Cashback,Yes,No
U1008107,Discount,Yes,Yes
U1009250,Cashback,Yes,No
U1012999,Discount,Yes,No
U1077773,Discount,No,Yes
U1084351,Discount,Yes,No
U1027728,Discount,Yes,No
U1055221,Referral,Yes,Yes
U1063766,Discount,No,Yes
U1009694,Personalized Offer,No,No
U1098943,Discount,Yes,No
U1016426,Discount,No,Yes
U1091789,Discount,Yes,Yes
U1017273,Referral,Yes,No
U1089798,Discount,Yes,No
U1060437,Referral,Yes,No
U1076451,Personalized Offer,Yes,Yes
U1068205,Referral,No,Yes
U1082831,Cashback,Yes,Yes
U1066354,Personalized Offer,No,No
U1017996,Personalized Offer,Yes,No
U1076942,Referral,Yes,Yes
U1049397,Cashback,Yes,Yes
U1039594,Referral,No,No
U1056691,Discount,Yes,No
U1007704,Cashback,Yes,Yes
U1057844,Cashback,Yes,No
U1060430,Cashback,Yes,Yes
U1081385,Referral,Yes,No
U1072601,Personalized Offer,No,Yes
U1097251,Personalized Offer,Yes,No
U1030643,Personalized Offer,Yes,No
U1076557,Cashback,Yes,No
U1056406,Personalized Offer,Yes,No
U1063717,Referral,No,Yes
U1038230,Discount,No,Yes
U1011806,Cashback,Yes,No
U1012281,Personalized Offer,Yes,Yes
U1018879,Cashback,Yes,Yes
U1005864,Personalized Offer,Yes,No
U1013342,Referral,Yes,No
U1038381,Personalized Offer,Yes,Yes
U1004384,Discount,No,No
U1041837,Referral,Yes,Yes
U1030199,Personalized Offer,No,No
U1009655,Personalized Offer,Yes,Yes
U1035224,Referral,No,No
U1056208,Cashback,Yes,No
U1068561,Referral,Yes,No
U1001747,Cashback,No,No
U1092881,Personalized Offer,No,Yes
U1002319,Personalized Offer,No,No
U1088090,Referral,No,No
U1092654,Cashback,No,No
U1080129,Referral,No,No
U1083547,Cashback,Yes,Yes
U1046238,Referral,Yes,No
U1040607,Discount,No,No
U1065695,Discount,No,No
U1092370,Personalized Offer,No,Yes
U1037379,Personalized Offer,Yes,Yes
U1088496,Discount,Yes,No
U1085441,Discount,No,No
U1083440,Referral,Yes,No
U1020968,Discount,Yes,No
U1028171,Cashback,Yes,No
U1092965,Personalized Offer,Yes,No
U1087065,Cashback,No,No
U1070767,Discount,Yes,No
U1017301,Referral,No,Yes
U1053211,Personalized Offer,No,No
U1050589,Cashback,No,Yes
U1059330,Personalized Offer,No,No
U1002185,Discount,No,No
U1075400,Personalized Offer,No,No
U1023433,Personalized Offer,No,Yes
U1070139,Referral,Yes,Yes
U1003067,Referral,Yes,No
U1055866,Referral,No,No
U1078927,Discount,Yes,No
U1075174,Referral,Yes,No
U1093879,Referral,Yes,Yes
U1060424,Personalized Offer,Yes,No
U1029868,Referral,Yes,No
U1033172,Discount,No,Yes
U1081330,Discount,Yes,No
U1010471,Cashback,No,Yes
U1030259,Cashback,Yes,No
U1061754,Referral,Yes,Yes
U1043541,Discount,Yes,No
U1056386,Discount,No,No
U1040744,Cashback,No,Yes
U1043548,Cashback,Yes,No
U1068375,Discount,Yes,No
U1025726,Cashback,No,Yes
U1031348,Discount,Yes,Yes
U1033237,Personalized Offer,No,Yes
U1035426,Cashback,Yes,Yes
U1039024,Personalized Offer,Yes,No
U1084366,Personalized Offer,Yes,No
U1059863,Referral,No,No
U1060009,Personalized Offer,No,Yes
U1043202,Cashback,Yes,Yes
U1000891,Personalized Offer,No,Yes
U1059471,Personalized Offer,Yes,Yes
U1073671,Cashback,Yes,No
U1097583,Referral,No,Yes
U1040908,Cashback,Yes,No
U1090603,Referral,No,No
U1045746,Personalized Offer,No,No
U1047892,Discount,Yes,No
U1066611,Discount,No,No
U1093434,Referral,No,No
U1039013,Cashback,Yes,Yes
U1028539,Personalized Offer,Yes,No
U1065760,Referral,Yes,No
U1091319,Referral,Yes,No
U1014710,Discount,Yes,No
U1058275,Referral,No,No
U1070189,Referral,Yes,No
U1044929,Discount,No,No
U1049232,Cashback,Yes,Yes
U1015066,Personalized Offer,No,No
U1040562,Discount,Yes,No
U1088012,Referral,Yes,Yes
U1079804,Discount,Yes,No
U1097820,Referral,No,No
U1077521,Discount,Yes,Yes
U1025254,Discount,Yes,Yes
U1043430,Cashback,No,No
U1059175,Referral,Yes,No
U1016170,Discount,Yes,Yes
U1098838,Cashback,Yes,Yes
U1031716,Referral,Yes,No
U1092918,Cashback,Yes,No
U1098973,Discount,No,No
U1050855,Cashback,Yes,No
U1041455,Personalized Offer,No,Yes
U1044644,Cashback,Yes,No
U1088116,Personalized Offer,Yes,Yes
U1035980,Discount,Yes,Yes
U1003704,Cashback,No,No
U1089497,Personalized Offer,Yes,No
U1034659,Cashback,Yes,No
U1065911,Personalized Offer,No,No
U1062071,Referral,Yes,No
U1088165,Cashback,Yes,Yes
U1032563,Referral,Yes,No
U1009581,Referral,Yes,Yes
U1042686,Discount,Yes,No
U1071200,Personalized Offer,No,Yes
U1072324,Discount,No,Yes
U1021050,Personalized Offer,Yes,No
U1029160,Referral,No,No
U1095815,Referral,No,No
U1001035,Discount,No,Yes
U1051241,Cashback,No,No
U1042819,Cashback,Yes,No
U1056589,Cashback,No,Yes
U1012190,Discount,Yes,Yes
U1004547,Discount,No,No
U1021326,Referral,No,Yes
U1094391,Referral,Yes,Yes
U1070485,Discount,No,Yes
U1076902,Referral,Yes,No
U1059734,Personalized Offer,No,Yes
U1093843,Personalized Offer,No,Yes
U1048560,Personalized Offer,Yes,No
U1088596,Cashback,Yes,No
U1070943,Cashback,No,No
U1074028,Personalized Offer,Yes,Yes
U1067411,Referral,No,No
U1080801,Cashback,No,No
U1012962,Referral,Yes,Yes
U1081507,Referral,No,No
U1025523,Personalized Offer,Yes,No
U1069715,Discount,No,No
U1055300,Discount,Yes,No
U1041140,Cashback,Yes,No
U1003822,Personalized Offer,Yes,No
U1004097,Cashback,No,No
U1006837,Discount,Yes,No
U1070076,Personalized Offer,Yes,No
U1017203,Discount,Yes,No
U1035027,Cashback,No,Yes
U1075640,Discount,No,No
U1068609,Personalized Offer,No,Yes
U1096391,Cashback,Yes,No
U1006870,Personalized Offer,No,No
U1006810,Referral,Yes,Yes
U1056014,Referral,Yes,Yes
U1076087,Discount,Yes,No
U1092631,Cashback,Yes,No
U1083998,Cashback,No,No
U1062614,Referral,Yes,Yes
U1028051,Discount,Yes,Yes
U1072059,Discount,Yes,Yes
U1066701,Personalized Offer,Yes,No
U1023162,Cashback,Yes,No
U1061201,Cashback,No,No
U1045538,Referral,Yes,Yes
U1026359,Cashback,Yes,No
U1041003,Personalized Offer,Yes,No
U1015045,Cashback,Yes,No
U1062459,Personalized Offer,Yes,No
U1086649,Personalized Offer,Yes,Yes
U1036421,Personalized Offer,Yes,Yes
U1032186,Cashback,No,Yes
U1018179,Referral,Yes,Yes
U1084708,Personalized Offer,Yes,No
U1019317,Cashback,No,No
U1042719,Discount,Yes,Yes
U1089258,Discount,No,No
U1019946,Discount,No,No
U1009542,Discount,No,Yes
U1085312,Personalized Offer,No,Yes
U1051451,Cashback,No,Yes
U1097228,Discount,No,No
U1069878,Cashback,Yes,Yes
U1050800,Personalized Offer,Yes,No
U1002213,Referral,Yes,No
U1018867,Discount,Yes,Yes
U1008309,Personalized Offer,No,No
U1009274,Referral,No,No
U1007627,Discount,Yes,Yes
U1062572,Personalized Offer,Yes,Yes
U1069416,Referral,Yes,Yes
U1051518,Cashback,Yes,Yes
U1038625,Referral,Yes,Yes
U1084115,Cashback,Yes,Yes
U1045322,Referral,Yes,No
U1085213,Cashback,Yes,No
U1047178,Personalized Offer,No,Yes
U1098962,Discount,Yes,No
U1040371,Cashback,No,Yes
U1009094,Discount,Yes,Yes
U1062595,Referral,Yes,No
U1037524,Personalized Offer,No,No
U1021285,Cashback,No,No
U1019923,Cashback,Yes,Yes
U1004984,Discount,No,No
U1014521,Cashback,No,No
U1028885,Discount,No,No
U1023449,Referral,No,No
U1083986,Discount,No,No
U1063772,Cashback,No,Yes
U1059414,Cashback,Yes,Yes
U1088775,Discount,Yes,No
U1098331,Personalized Offer,No,Yes
U1025478,Cashback,No,No
U1028523,Cashback,Yes,No
U1010032,Personalized Offer,No,Yes
U1046830,Personalized Offer,No,Yes
U1053236,Referral,Yes,No
U1078399,Personalized Offer,Yes,Yes
U1045795,Referral,Yes,No
U1031006,Referral,No,No
U1048108,Personalized Offer,No,No
U1076913,Referral,Yes,Yes
U1030413,Cashback,Yes,Yes
U1088690,Referral,Yes,No
U1031998,Personalized Offer,Yes,No
U1087292,Cashback,Yes,No
U1021748,Cashback,Yes,Yes
U1008780,Discount,Yes,No
U1035953,Personalized Offer,Yes,No
U1045791,Cashback,No,No
U1081997,Personalized Offer,Yes,No
U1071272,Discount,Yes,No
U1037817,Referral,No,No
U1020568,Referral,Yes,No
U1042415,Discount,Yes,Yes
U1068656,Cashback,No,Yes
U1047554,Personalized Offer,No,Yes
U1044169,Referral,No,No
U1029672,Personalized Offer,Yes,No
U1096413,Discount,Yes,No
U1051446,Discount,No,No
U1073097,Referral,Yes,Yes
U1007240,Personalized Offer,Yes,No
U1050433,Personalized Offer,No,No
U1090953,Personalized Offer,Yes,No
U1087958,Cashback,No,No
U1079235,Personalized Offer,No,Yes
U1067994,Referral,No,Yes
U1033601,Cashback,Yes,Yes
U1026520,Cashback,Yes,No
U1013363,Discount,No,No
U1073568,Cashback,Yes,Yes
U1043202,Personalized Offer,Yes,Yes
U1069427,Personalized Offer,Yes,No
U1049542,Discount,Yes,Yes
U1074745,Discount,No,Yes
U1054000,Discount,No,Yes
U1047765,Cashback,Yes,No
U1060828,Personalized Offer,No,No
U1058123,Discount,No,No
U1035796,Discount,Yes,Yes
U1021966,Cashback,Yes,No
U1093315,Cashback,No,Yes
U1071419,Discount,No,No
U1031079,Referral,Yes,Yes
U1009452,Discount,No,Yes
U1043417,Discount,No,No
U1024009,Referral,No,Yes
U1010554,Referral,Yes,Yes
U1066112,Referral,Yes,No
U1085001,Personalized Offer,Yes,No
U1086341,Discount,Yes,No
U1088594,Discount,Yes,Yes
U1078559,Personalized Offer,Yes,Yes
U1095253,Personalized Offer,Yes,No
U1098222,Personalized Offer,No,No
U1081238,Personalized Offer,Yes,No
U1035099,Referral,No,No
U1041476,Personalized Offer,No,No
U1031556,Referral,No,Yes
U1018962,Discount,No,No
U1057465,Discount,No,No
U1053767,Referral,Yes,No
U1065019,Personalized Offer,No,No
U1088111,Cashback,Yes,Yes
U1091565,Personalized Offer,Yes,No
U1089291,Cashback,No,Yes
U1028242,Discount,Yes,Yes
U1069788,Discount,Yes,Yes
U1056195,Discount,No,Yes
U1060133,Referral,No,No
U1026060,Referral,No,No
U1012797,Cashback,No,No
U1094160,Discount,Yes,No
U1022465,Discount,No,No
U1014689,Referral,Yes,No
U1050591,Referral,Yes,No
U1020207,Discount,No,No
U1045079,Cashback,Yes,No
U1067375,Personalized Offer,No,No
U1032128,Discount,Yes,No
U1050764,Discount,No,No
U1094776,Cashback,Yes,Yes
U1050115,Personalized Offer,Yes,No
U1092384,Referral,Yes,No
U1023429,Referral,Yes,No
U1007402,Cashback,No,No
U1085297,Cashback,Yes,Yes
U1056307,Discount,No,No
U1033952,Personalized Offer,No,No
U1034280,Discount,Yes,No
U1013709,Personalized Offer,Yes,Yes
U1052775,Discount,No,Yes
U1032996,Discount,Yes,Yes
U1065701,Referral,No,No
U1007886,Personalized Offer,Yes,No
U1084352,Discount,Yes,No
U1063866,Personalized Offer,No,No
U1071838,Discount,No,No
U1005907,Personalized Offer,Yes,Yes
U1092605,Cashback,Yes,No
U1055937,Personalized Offer,Yes,No
U1043670,Cashback,Yes,No
U1066573,Cashback,No,No
U1061682,Personalized Offer,No,Yes
U1040690,Cashback,No,Yes
U1026359,Personalized Offer,No,No
U1079169,Referral,Yes,No
U1036509,Personalized Offer,Yes,No
U1075211,Referral,Yes,Yes
U1071665,Referral,Yes,No
U1088170,Cashback,No,Yes
U1068128,Cashback,No,Yes
U1030161,Referral,Yes,No
U1043688,Cashback,Yes,Yes
U1098047,Referral,Yes,Yes
U1040171,Personalized Offer,Yes,No
U1085755,Cashback,Yes,Yes
U1085318,Discount,Yes,Yes
U1075109,Discount,Yes,No
U1090145,Personalized Offer,No,Yes
U1095420,Personalized Offer,Yes,Yes
U1035183,Cashback,Yes,No
